province_code,province_name,district_code,district_name,region
91,Tỉnh Kiên Giang,908,Huyện An Biên,Miền Nam
91,Tỉnh Kiên Giang,909,Huyện An Minh,Miền Nam
91,Tỉnh Kiên Giang,910,Huyện Vĩnh Thuận,Miền Nam
91,Tỉnh Kiên Giang,911,Thành phố Phú Quốc,Miền Nam
91,Tỉnh Kiên Giang,912,Huyện Kiên Hải,Miền Nam
91,Tỉnh Kiên Giang,913,Huyện U Minh Thượng,Miền Nam
91,Tỉnh Kiên Giang,914,Huyện Giang Thành,Miền Nam
92,Thành phố Cần Thơ,916,Quận Ninh Kiều,Miền Nam
92,Thành phố Cần Thơ,917,Quận Ô Môn,Miền Nam
92,Thành phố Cần Thơ,918,Quận Bình Thuỷ,Miền Nam
92,Thành phố Cần Thơ,919,Quận Cái Răng,Miền Nam
92,Thành phố Cần Thơ,923,Quận Thốt Nốt,Miền Nam
92,Thành phố Cần Thơ,924,Huyện Vĩnh Thạnh,Miền Nam
92,Thành phố Cần Thơ,925,Huyện Cờ Đỏ,Miền Nam
92,Thành phố Cần Thơ,926,Huyện Phong Điền,Miền Nam
92,Thành phố Cần Thơ,927,Huyện Thới Lai,Miền Nam
93,Tỉnh Hậu Giang,930,Thành phố Vị Thanh,Miền Nam
93,Tỉnh Hậu Giang,931,Thành phố Ngã Bảy,Miền Nam
93,Tỉnh Hậu Giang,932,Huyện Châu Thành A,Miền Nam
93,Tỉnh Hậu Giang,933,Huyện Châu Thành,Miền Nam
93,Tỉnh Hậu Giang,934,Huyện Phụng Hiệp,Miền Nam
93,Tỉnh Hậu Giang,935,Huyện Vị Thuỷ,Miền Nam
93,Tỉnh Hậu Giang,936,Huyện Long Mỹ,Miền Nam
93,Tỉnh Hậu Giang,937,Thị xã Long Mỹ,Miền Nam
94,Tỉnh Sóc Trăng,941,Thành phố Sóc Trăng,Miền Nam
94,Tỉnh Sóc Trăng,942,Huyện Châu Thành,Miền Nam
94,Tỉnh Sóc Trăng,943,Huyện Kế Sách,Miền Nam
94,Tỉnh Sóc Trăng,944,Huyện Mỹ Tú,Miền Nam
94,Tỉnh Sóc Trăng,945,Huyện Cù Lao Dung,Miền Nam
94,Tỉnh Sóc Trăng,946,Huyện Long Phú,Miền Nam
94,Tỉnh Sóc Trăng,947,Huyện Mỹ Xuyên,Miền Nam
94,Tỉnh Sóc Trăng,948,Thị xã Ngã Năm,Miền Nam
94,Tỉnh Sóc Trăng,949,Huyện Thạnh Trị,Miền Nam
94,Tỉnh Sóc Trăng,950,Thị xã Vĩnh Châu,Miền Nam
94,Tỉnh Sóc Trăng,951,Huyện Trần Đề,Miền Nam
95,Tỉnh Bạc Liêu,954,Thành phố Bạc Liêu,Miền Nam
95,Tỉnh Bạc Liêu,956,Huyện Hồng Dân,Miền Nam
95,Tỉnh Bạc Liêu,957,Huyện Phước Long,Miền Nam
95,Tỉnh Bạc Liêu,958,Huyện Vĩnh Lợi,Miền Nam
95,Tỉnh Bạc Liêu,959,Thị xã Giá Rai,Miền Nam
95,Tỉnh Bạc Liêu,960,Huyện Đông Hải,Miền Nam
95,Tỉnh Bạc Liêu,961,Huyện Hoà Bình,Miền Nam
96,Tỉnh Cà Mau,964,Thành phố Cà Mau,Miền Nam
96,Tỉnh Cà Mau,966,Huyện U Minh,Miền Nam
96,Tỉnh Cà Mau,967,Huyện Thới Bình,Miền Nam
96,Tỉnh Cà Mau,968,Huyện Trần Văn Thời,Miền Nam
96,Tỉnh Cà Mau,969,Huyện Cái Nước,Miền Nam
96,Tỉnh Cà Mau,970,Huyện Đầm Dơi,Miền Nam
96,Tỉnh Cà Mau,971,Huyện Năm Căn,Miền Nam
96,Tỉnh Cà Mau,972,Huyện Phú Tân,Miền Nam
96,Tỉnh Cà Mau,973,Huyện Ngọc Hiển,Miền Nam
